19.590079,15.807660,19.969926,0.000000,-17.891302,-29.114477,4.519751,11.531036,-14.851387,-18.709936,141.921783,752.821412,517.850868,743.823587,0.033430
19.958961,10.896492,6.884007,0.000000,-14.650966,-20.610065,0.448381,2.722094,-9.871376,-5.052415,142.173709,779.587601,519.033052,744.143877,0.033115
17.705635,14.619318,17.887064,0.000000,-29.861875,3.475371,-7.757195,-20.916986,11.905065,-16.298803,143.117538,784.517754,547.199834,744.484706,0.033964
16.868657,3.981322,10.260959,0.000000,-28.031598,19.999950,-11.924782,-29.997287,12.691969,-12.137787,166.567485,701.724160,581.750684,744.042461,0.025422
16.600527,12.198832,8.718277,0.000000,-2.155710,-19.272787,-3.589757,15.578648,-11.232385,-7.616426,145.110818,734.174963,515.509891,742.302397,0.034528
19.314853,19.744971,18.931331,0.000000,19.046721,-22.083422,-4.032613,-18.376716,19.566126,-17.266156,146.841050,742.949042,540.861438,744.216434,0.035622
-2.708799,19.996657,18.116745,0.000000,16.242001,-4.797822,0.570984,12.285895,-19.625683,-17.248928,145.728241,738.247803,533.441584,783.857552,0.031938
19.999988,14.293175,4.709395,0.000000,0.593412,-17.423695,-6.277242,-29.999981,-16.448409,17.023333,167.125400,808.061846,461.971578,744.425787,0.028041
17.965628,16.001162,19.986308,0.000000,-4.693010,-25.698915,-2.681429,-22.844562,0.604850,-7.852449,144.370214,792.534159,540.595896,744.022929,0.034302
19.660961,19.179796,19.982698,0.000000,-19.315475,-26.377926,8.269752,5.902972,-18.129346,-18.512491,140.645339,778.804743,522.765712,738.895385,0.033210
18.804509,17.996820,10.032182,0.000000,15.083000,-21.562628,-2.872787,-29.994997,10.082086,-9.576006,149.961797,730.716603,540.562720,744.310107,0.034878
19.911500,15.807465,16.754253,0.000000,-11.924710,-27.858202,-1.252251,-0.240477,-14.606185,-5.851065,142.799395,791.167994,521.250418,744.518006,0.033291
4.299316,18.438234,10.358055,0.000000,-29.999950,-8.384991,18.458456,3.159730,-17.782010,-9.254687,143.696103,778.062769,557.097646,745.310835,0.029826
17.487027,13.597494,19.279031,0.000000,-6.183502,-29.305124,1.247996,-5.989767,-12.401931,-6.998815,142.680739,792.080997,520.720225,744.452903,0.033291
17.095709,17.140838,6.173471,0.000000,18.382641,19.997768,11.802041,0.121656,-17.509752,-7.180053,147.465049,731.912772,500.345455,744.246322,0.037397
18.780383,19.818703,19.803221,0.000000,-16.223804,-22.463043,4.538266,-21.670121,-18.681598,6.846690,142.675137,806.957702,520.194342,746.260815,0.033885
18.955039,11.492967,19.999691,0.000000,-6.607529,-23.802751,-5.847476,-5.569285,-10.292406,-7.586544,142.678581,792.256009,520.670503,745.006149,0.033293
16.109007,6.420051,19.880744,0.000000,-29.999723,-14.301685,-7.529044,8.229515,8.297058,-17.941564,145.805166,758.255169,586.074256,744.443994,0.031053
20.000000,17.176124,10.504394,0.000000,19.505340,-27.454396,-12.129477,20.000000,-15.958883,4.014744,146.655523,756.075103,521.306906,743.219485,0.035045
19.999988,12.487115,12.746497,0.000000,-30.000000,-29.083743,2.289942,20.000000,19.981777,-11.092244,146.767084,742.862897,546.684606,744.220408,0.035227
12.355535,14.746348,18.787918,0.000000,18.099207,-22.358915,3.213963,-7.793639,13.675892,-17.131215,146.824738,742.947309,540.584102,744.339548,0.035622
18.602711,8.387107,7.799360,0.000000,5.099209,-16.956795,-9.805456,-29.995316,-10.510436,11.065766,167.271101,806.248335,462.753014,744.264034,0.027856
18.276000,16.024996,19.389584,0.000000,-2.826068,-28.692284,-9.959524,-9.321307,-14.825484,2.692039,142.706714,791.744640,520.171370,744.148361,0.033296
19.478770,19.479730,18.142020,0.000000,15.717129,-24.120458,-11.635561,6.106595,12.720798,-6.926558,148.320930,755.757626,540.650430,744.615474,0.035963
8.056633,12.899704,12.371096,0.000000,-28.209131,-13.273498,12.904492,7.985093,-12.226400,-11.209990,143.756760,778.327907,557.087734,744.382198,0.029800
19.489827,16.587497,16.440655,0.000000,12.234973,18.283786,11.729319,0.164514,-16.964058,-17.443123,147.450610,731.903825,500.252716,744.293506,0.037396
19.998828,6.726160,19.784107,0.000000,19.341060,-20.229251,-14.486461,19.652793,-5.522326,-10.153148,146.564536,754.659084,520.482240,744.237051,0.035054
19.906274,19.997788,11.357682,0.000000,14.940014,-26.604307,-0.086513,19.658281,15.475558,-9.703797,146.863891,742.796887,540.539077,744.196285,0.035622
12.024872,13.732707,17.280461,0.000000,-9.719735,-24.230714,3.544400,-2.369767,-12.555646,-6.969231,142.632870,791.651581,520.774113,744.408764,0.033296
16.872928,19.804360,15.058184,0.000000,2.557250,-26.868984,-9.641000,-14.655567,-18.627529,6.230566,142.700180,792.338677,520.850022,744.444489,0.033295
16.368268,19.171120,13.503908,0.000000,-15.660395,-22.556362,6.063938,3.640001,-18.113392,-11.684404,142.217454,779.581917,519.294347,744.341115,0.033107
13.888330,19.269541,6.358259,0.000000,9.971116,-12.568939,-7.472851,8.779387,-18.365618,-5.372888,145.252273,735.177651,517.032573,744.121952,0.034517
