-30.000000,3.009608,-6.056893,0.000000,20.000000,-30.000000,-30.000000,20.000000,1.849415,3.084563,0.200839
-0.794016,-1.380534,-13.562687,0.000000,-14.023025,0.451520,-10.661516,-1.729843,-10.374132,13.562204,0.190542
20.000000,19.576012,-6.057088,0.000000,-12.400886,-29.999996,4.343385,6.861093,20.000000,3.083883,0.200839
9.611655,3.269055,-6.056999,0.000000,-23.775360,-1.986638,-22.185542,9.611595,-6.242078,11.670996,0.200839
18.112499,-6.057083,20.000000,0.000000,5.184096,-26.335811,-29.988521,4.373031,3.083885,18.562117,0.200839
-19.184792,-10.469091,-14.369862,0.000000,8.888129,9.493868,-18.726216,7.338311,-2.081814,5.269889,0.190541
-16.475499,-6.052852,-0.659859,0.000000,19.293456,-25.662255,13.666204,12.799737,3.104055,1.392160,0.200839
-6.988258,9.867765,-5.877504,0.000000,-12.862818,15.978369,-8.164223,0.124818,-7.523755,3.298711,0.199940
-30.000000,3.009608,-6.056893,0.000000,20.000000,-30.000000,-30.000000,20.000000,1.849415,3.084563,0.200839
-0.794016,-1.380534,-13.562687,0.000000,-14.023025,0.451520,-10.661516,-1.729843,-10.374132,13.562204,0.190542
20.000000,19.576012,-6.057088,0.000000,-12.400886,-29.999996,4.343385,6.861093,20.000000,3.083883,0.200839
9.611655,3.269055,-6.056999,0.000000,-23.775360,-1.986638,-22.185542,9.611595,-6.242078,11.670996,0.200839
18.112499,-6.057083,20.000000,0.000000,5.184096,-26.335811,-29.988521,4.373031,3.083885,18.562117,0.200839
-19.184792,-10.469091,-14.369862,0.000000,8.888129,9.493868,-18.726216,7.338311,-2.081814,5.269889,0.190541
-16.475499,-6.052852,-0.659859,0.000000,19.293456,-25.662255,13.666204,12.799737,3.104055,1.392160,0.200839
-6.988258,9.867765,-5.877504,0.000000,-12.862818,15.978369,-8.164223,0.124818,-7.523755,3.298711,0.199940
