-7.141894,15.315463,14.972989,0.000000,8.561465,15.655382,0.021368,-11.750609,19.291525,19.747800,132.587946,239.452996,0.045003
20.000000,18.615978,20.000000,0.000000,-29.894895,18.413506,-18.961222,8.826307,5.570037,19.122700,159.503279,184.142836,0.061408
20.000000,12.746668,19.051786,0.000000,19.555758,19.125411,-21.177165,15.377709,6.156393,-18.856547,348.773021,169.056776,0.062911
6.983932,8.067011,18.258790,0.000000,-25.410038,12.244582,-6.495969,-18.512909,6.205976,-11.569585,588.078499,203.273349,0.044458
7.418166,9.715544,14.224805,0.000000,-30.000000,18.169970,-7.164799,-6.022629,6.882115,17.484853,484.600522,209.799087,0.050171
-21.314510,13.029707,16.447566,0.000000,8.033705,8.401594,-0.008766,-20.072811,-1.133161,-5.227665,744.632117,238.430676,0.039919
-15.684809,19.570634,18.086827,0.000000,2.469513,20.000000,-0.006199,-25.750858,-5.691469,-2.614801,1000.000000,238.714923,0.039901
-8.864392,18.010578,10.793764,0.000000,13.128572,18.043259,-0.004941,-15.145723,7.213158,18.043259,955.897224,238.428275,0.045005
-7.141894,15.315463,14.972989,0.000000,8.561465,15.655382,0.021368,-11.750609,19.291525,19.747800,132.587946,239.452996,0.045003
20.000000,18.615978,20.000000,0.000000,-29.894895,18.413506,-18.961222,8.826307,5.570037,19.122700,159.503279,184.142836,0.061408
20.000000,12.746668,19.051786,0.000000,19.555758,19.125411,-21.177165,15.377709,6.156393,-18.856547,348.773021,169.056776,0.062911
6.983932,8.067011,18.258790,0.000000,-25.410038,12.244582,-6.495969,-18.512909,6.205976,-11.569585,588.078499,203.273349,0.044458
7.418166,9.715544,14.224805,0.000000,-30.000000,18.169970,-7.164799,-6.022629,6.882115,17.484853,484.600522,209.799087,0.050171
-21.314510,13.029707,16.447566,0.000000,8.033705,8.401594,-0.008766,-20.072811,-1.133161,-5.227665,744.632117,238.430676,0.039919
-15.684809,19.570634,18.086827,0.000000,2.469513,20.000000,-0.006199,-25.750858,-5.691469,-2.614801,1000.000000,238.714923,0.039901
-8.864392,18.010578,10.793764,0.000000,13.128572,18.043259,-0.004941,-15.145723,7.213158,18.043259,955.897224,238.428275,0.045005
