15.289161,-14.066325,10.531263,0.000000,13.653232,3.355866,-7.230284,-16.378042,0.484649,1.988387,475.539937,0.088386
11.973327,-16.014793,11.376952,0.000000,-16.109995,12.395879,-0.539353,-17.137570,0.341532,2.780297,368.043616,0.058501
19.573345,-17.036756,12.807668,0.000000,-9.031021,-5.488173,-10.340714,-18.462510,0.450989,2.626645,183.650018,0.048893
12.716778,-14.246262,13.306260,0.000000,-16.853837,12.377442,-0.538727,-19.066989,0.341508,2.780278,368.137275,0.058501
10.884606,2.428722,11.341371,0.000000,-29.472849,-4.466267,-1.701800,-23.905923,1.350244,1.440429,363.470220,0.060176
11.588713,2.216500,17.633954,0.000000,-29.909943,-6.951151,-1.700013,-29.990755,1.351522,1.438629,363.637568,0.060177
12.958125,19.641504,-15.883090,0.000000,-14.254787,8.907159,-12.855129,-25.911564,3.105944,-0.049234,183.735974,0.057913
10.738115,2.432403,11.614199,0.000000,-28.921807,-5.586478,-1.701875,-24.182453,1.350253,1.440421,363.452250,0.060176
15.289161,-14.066325,10.531263,0.000000,13.653232,3.355866,-7.230284,-16.378042,0.484649,1.988387,475.539937,0.088386
11.973327,-16.014793,11.376952,0.000000,-16.109995,12.395879,-0.539353,-17.137570,0.341532,2.780297,368.043616,0.058501
19.573345,-17.036756,12.807668,0.000000,-9.031021,-5.488173,-10.340714,-18.462510,0.450989,2.626645,183.650018,0.048893
12.716778,-14.246262,13.306260,0.000000,-16.853837,12.377442,-0.538727,-19.066989,0.341508,2.780278,368.137275,0.058501
10.884606,2.428722,11.341371,0.000000,-29.472849,-4.466267,-1.701800,-23.905923,1.350244,1.440429,363.470220,0.060176
11.588713,2.216500,17.633954,0.000000,-29.909943,-6.951151,-1.700013,-29.990755,1.351522,1.438629,363.637568,0.060177
12.958125,19.641504,-15.883090,0.000000,-14.254787,8.907159,-12.855129,-25.911564,3.105944,-0.049234,183.735974,0.057913
10.738115,2.432403,11.614199,0.000000,-28.921807,-5.586478,-1.701875,-24.182453,1.350253,1.440421,363.452250,0.060176
