15.602581,2.165551,9.389470,0.000000,-12.437382,2.957241,-8.735968,-25.135481,4.583746,-4.384406,129.642541,188.037730,0.038976
19.809500,18.326313,18.804134,0.000000,-16.877189,8.450013,-9.999933,-29.854086,-16.157802,-9.414641,92.997004,352.134444,0.069387
19.076943,11.111738,7.304905,0.000000,-15.183710,10.027612,-18.826280,-28.987464,11.704375,-9.127373,659.955697,181.242486,0.059190
12.624061,-27.382119,19.786290,0.000000,19.351974,6.685039,18.451453,18.877667,-0.120809,-15.630896,436.586427,609.684760,0.142825
19.485676,-24.877203,16.821065,0.000000,-8.350871,-6.007602,-10.036193,-22.711560,-0.014063,2.677473,552.747369,182.446225,0.044197
10.833068,-17.353297,15.147612,0.000000,13.487426,12.812323,14.075153,-22.132313,-0.302459,1.998388,461.532774,992.118528,0.068989
16.818840,-14.829999,9.936089,0.000000,18.912784,-22.795964,-10.484610,-15.996010,-0.264492,2.248578,470.151943,671.832885,0.066962
9.757798,6.346097,7.120502,0.000000,-14.319346,19.048954,12.603851,-29.993090,-5.150456,5.511930,193.396186,638.594890,0.055661
15.602581,2.165551,9.389470,0.000000,-12.437382,2.957241,-8.735968,-25.135481,4.583746,-4.384406,129.642541,188.037730,0.038976
19.809500,18.326313,18.804134,0.000000,-16.877189,8.450013,-9.999933,-29.854086,-16.157802,-9.414641,92.997004,352.134444,0.069387
19.076943,11.111738,7.304905,0.000000,-15.183710,10.027612,-18.826280,-28.987464,11.704375,-9.127373,659.955697,181.242486,0.059190
12.624061,-27.382119,19.786290,0.000000,19.351974,6.685039,18.451453,18.877667,-0.120809,-15.630896,436.586427,609.684760,0.142825
19.485676,-24.877203,16.821065,0.000000,-8.350871,-6.007602,-10.036193,-22.711560,-0.014063,2.677473,552.747369,182.446225,0.044197
10.833068,-17.353297,15.147612,0.000000,13.487426,12.812323,14.075153,-22.132313,-0.302459,1.998388,461.532774,992.118528,0.068989
16.818840,-14.829999,9.936089,0.000000,18.912784,-22.795964,-10.484610,-15.996010,-0.264492,2.248578,470.151943,671.832885,0.066962
9.757798,6.346097,7.120502,0.000000,-14.319346,19.048954,12.603851,-29.993090,-5.150456,5.511930,193.396186,638.594890,0.055661
