-15.315337,16.413864,12.678070,0.000000,13.500046,-3.658678,-0.074310,-21.531545,-2.988333,-8.999088,222.927339,0.037912
-4.244467,8.875759,12.293586,0.000000,11.750238,-3.771735,0.525952,-7.792874,-5.157225,-8.769055,233.552728,0.037552
-4.189539,12.856004,10.595182,0.000000,0.368404,-1.061564,0.577480,6.062697,4.505724,-9.723823,235.538432,0.039400
1.146462,14.120140,13.788006,0.000000,-29.998242,3.376216,14.000557,3.963807,-14.314101,12.724964,207.141039,0.048463
-4.249172,11.561058,16.381833,0.000000,11.565527,-3.784984,0.520403,-19.574902,3.913719,-12.845541,233.320109,0.037557
-3.806392,7.225657,19.200642,0.000000,-21.295173,-11.841029,7.223186,10.135264,-7.356135,-16.098569,223.493467,0.037764
-3.262816,5.207365,17.545438,0.000000,-6.658918,-9.578640,6.025119,7.707941,-5.600130,-14.116056,239.759708,0.037824
1.160423,-10.917413,14.794214,0.000000,-23.440479,2.959271,-0.511747,-4.804229,0.170105,-12.548109,201.659034,0.044411

-15.315337,16.413864,12.678070,0.000000,13.500046,-3.658678,-0.074310,-21.531545,-2.988333,-8.999088,222.927339,0.037912
-4.244467,8.875759,12.293586,0.000000,11.750238,-3.771735,0.525952,-7.792874,-5.157225,-8.769055,233.552728,0.037552
-4.189539,12.856004,10.595182,0.000000,0.368404,-1.061564,0.577480,6.062697,4.505724,-9.723823,235.538432,0.039400
1.146462,14.120140,13.788006,0.000000,-29.998242,3.376216,14.000557,3.963807,-14.314101,12.724964,207.141039,0.048463
-4.249172,11.561058,16.381833,0.000000,11.565527,-3.784984,0.520403,-19.574902,3.913719,-12.845541,233.320109,0.037557
-3.806392,7.225657,19.200642,0.000000,-21.295173,-11.841029,7.223186,10.135264,-7.356135,-16.098569,223.493467,0.037764
-3.262816,5.207365,17.545438,0.000000,-6.658918,-9.578640,6.025119,7.707941,-5.600130,-14.116056,239.759708,0.037824
1.160423,-10.917413,14.794214,0.000000,-23.440479,2.959271,-0.511747,-4.804229,0.170105,-12.548109,201.659034,0.044411
