7.437581,13.893315,10.508576,0.000000,-27.956956,16.215445,-4.447683,5.171935,5.785935,6.402961,334.551205,10.172597,0.055417
11.526063,14.885712,9.059035,0.000000,15.811135,-28.852900,8.982977,-15.520502,-5.882015,-8.171626,313.850057,52.350066,0.049991
-4.243126,10.252062,11.161916,0.000000,3.617417,-0.606267,-0.551433,12.057548,-11.942117,-9.709497,326.354002,141.657575,0.033695
19.808308,19.596047,18.479015,0.000000,-11.803675,14.217737,-21.058554,-8.497013,19.823878,19.955238,330.671685,198.448320,0.063147
19.895770,18.830713,10.400503,0.000000,19.918203,-8.972786,-22.437708,-19.550836,-9.462305,-0.123040,327.512078,156.436342,0.052693
-2.931719,19.690591,-3.772173,0.000000,-19.701432,11.268647,8.177069,-16.117121,-7.212501,0.395986,336.719952,377.552143,0.040895
-3.159695,6.397303,18.823365,0.000000,19.556732,-18.072101,17.813215,19.961408,-8.060341,-17.755088,319.421973,807.490697,0.041029
3.157605,9.903705,10.269074,0.000000,-16.122311,0.610897,-20.576552,11.823365,7.376255,-10.267207,334.468157,91.832440,0.037524
7.437581,13.893315,10.508576,0.000000,-27.956956,16.215445,-4.447683,5.171935,5.785935,6.402961,334.551205,10.172597,0.055417
11.526063,14.885712,9.059035,0.000000,15.811135,-28.852900,8.982977,-15.520502,-5.882015,-8.171626,313.850057,52.350066,0.049991
-4.243126,10.252062,11.161916,0.000000,3.617417,-0.606267,-0.551433,12.057548,-11.942117,-9.709497,326.354002,141.657575,0.033695
19.808308,19.596047,18.479015,0.000000,-11.803675,14.217737,-21.058554,-8.497013,19.823878,19.955238,330.671685,198.448320,0.063147
19.895770,18.830713,10.400503,0.000000,19.918203,-8.972786,-22.437708,-19.550836,-9.462305,-0.123040,327.512078,156.436342,0.052693
-2.931719,19.690591,-3.772173,0.000000,-19.701432,11.268647,8.177069,-16.117121,-7.212501,0.395986,336.719952,377.552143,0.040895
-3.159695,6.397303,18.823365,0.000000,19.556732,-18.072101,17.813215,19.961408,-8.060341,-17.755088,319.421973,807.490697,0.041029
3.157605,9.903705,10.269074,0.000000,-16.122311,0.610897,-20.576552,11.823365,7.376255,-10.267207,334.468157,91.832440,0.037524
